alpha_score,composite_score,computed_at,dii_1yr,dii_quarter,ev_ebitda,ev_sales,fii_1yr,fii_quarter,final_score,future_pe,future_peg,future_return,g_score,growth_score,index_group,irs_pct,irs_raw,loss_profit_qoq,loss_profit_ttm,loss_profit_yoy,market,market_cap_b,net_profit_ttm_1yr_growth,net_profit_yoy_growth,pb_ratio,pe_ratio,qoq_profit_growth,qoq_sales_growth,qtr_beta,qtr_std,rebalance_date,return_1yr,return_2yr,return_3m,return_6m,return_score,revenue_b,risk_eff_score,risk_score,sales_ttm_1yr_growth,sales_yoy_growth,sector,stocks_list,strategy_stocks,sub_sector,ticker,ttm_peg,ttm_revenue_b,valuation_score,yr_beta,yr_std
4.5,4.0,2026-06-10T03:00:34.622565+00:00,3.26,0.43,,2.613,3.83,0.63,4.0,6.52,0.24,,7.5,1.5,NIFTY200,51.25,0.5,False,False,False,IN,,27.0,36.15,1.8024,8.28,13.67,,1.468,2.92,,61.28,,18.7,34.29,3.0,,-7.0,-3.5,17.0,,Financial Services,,,Public Sector Bank,MAHABANK.NS,0.31,,3.0,1.4305,2.14
,,2026-06-10T03:00:34.622582+00:00,1.52,0.03,103.867,12.833,-1.23,-0.27,,,,,,,NIFTY200,,,False,False,False,IN,,,,12.1711,,,,1.2113,3.38,,-1.65,,-0.19,-8.98,-1.0,,-5.0,-2.5,,,Capital Goods,,,Aerospace & Defense,BDL.NS,,,,1.2929,2.63
2.5,2.5,2026-06-10T03:00:34.622599+00:00,-0.87,-0.47,40.999,12.093,1.96,1.0,2.5,47.14,2.48,,0.5,0.5,NIFTY200,61.25,4.5,False,False,False,IN,,19.0,18.36,15.0784,56.1,22.77,23.52,0.8696,2.1,,46.35,,8.68,5.76,2.0,,4.0,2.0,14.0,6.84,Capital Goods,,,Aerospace & Defense,BEL.NS,2.95,,-2.0,0.916,1.68
3.0,-2.5,2026-06-10T03:00:34.622618+00:00,7.59,4.23,101.487,3.955,0.04,0.95,-2.5,88.54,1.55,,0.5,0.0,NIFTY200,36.25,-5.5,False,False,False,IN,,57.0,2.86,4.7998,139.0,4.0,12.79,1.2453,2.6,,46.68,,39.13,46.09,3.0,,-6.0,-3.0,10.0,8.87,Capital Goods,,,Heavy Electrical Equipment,BHEL.NS,2.44,,-2.5,1.4052,2.19
-3.0,-1.5,2026-06-10T03:00:34.622637+00:00,-2.71,-1.75,4.405,0.375,3.75,1.93,-1.5,3.08,0.04,,0.0,-2.0,NIFTY200,42.5,-3.0,False,False,True,IN,,78.0,-8.31,1.4015,5.49,16.1,13.42,1.2451,2.47,,8.69,,-9.27,-2.14,-1.0,,-3.0,-1.5,0.0,-4.57,Oil Gas & Consumable Fuels,,,Refineries & Marketing,BPCL.NS,0.07,,3.0,1.238,1.8
3.0,-2.5,2026-06-10T03:00:34.622657+00:00,,1.0,,26.532,,-0.62,-2.5,51.84,3.7,,0.0,2.0,NIFTY200,37.5,-5.0,False,False,False,IN,,14.0,122.01,17.6835,59.1,25.41,23.77,1.1102,3.18,,,,30.15,,1.0,,-5.0,-2.5,14.0,87.89,Financial Services,,,Stockbroking & Allied,GROWW.NS,4.22,,-3.0,1.1868,3.86
0.0,-2.0,2026-06-10T03:00:34.622676+00:00,8.4,2.46,19.22,3.824,1.47,-0.25,-2.0,67.52,13.5,,-4.0,0.5,NIFTY200,50.0,0.0,True,False,False,IN,,5.0,105.83,1.6826,70.9,-60.9,-2.86,0.76,1.67,,7.21,,-4.46,-2.68,-0.5,,4.0,2.0,14.0,12.76,Healthcare,,,Pharmaceuticals,BIOCON.NS,14.18,,-4.0,0.8291,1.7
1.0,-3.0,2026-06-10T03:00:34.622696+00:00,-0.95,0.15,43.341,5.662,1.13,-0.12,-3.0,42.28,3.02,,-1.0,0.0,NIFTY200,37.5,-5.0,True,False,True,IN,,14.0,-1.77,7.7199,48.2,-3.79,1.9,1.3784,2.48,,30.81,,4.04,-4.91,1.0,,-4.0,-2.0,11.0,16.02,Automobile and Auto Components,,,Auto Components & Equipments,BOSCHLTD.NS,3.44,,-2.0,1.3979,1.79
3.5,-3.5,2026-06-10T03:00:34.622716+00:00,5.61,1.26,92.028,11.152,-2.28,-1.0,-3.5,95.76,5.32,,-0.5,1.5,NIFTY200,33.75,-6.5,False,False,False,IN,,18.0,17.09,17.3807,113.0,0.0,8.62,1.3953,2.75,,27.7,,50.24,13.97,2.0,,-6.0,-3.0,25.0,25.59,Capital Goods,,,Heavy Electrical Equipment,CGPOWER.NS,6.28,,-4.0,1.366,1.96
-3.0,4.5,2026-06-10T03:00:34.622791+00:00,2.96,0.47,14.988,3.413,-2.72,-0.61,4.5,22.0,-4.4,,0.5,-1.0,NIFTY200,71.25,8.5,True,True,False,IN,,-5.0,30.26,3.1777,20.9,-50.18,-6.79,0.4353,1.41,,-15.65,,-1.52,-18.27,-2.0,,8.0,4.0,5.0,9.2,Healthcare,,,Pharmaceuticals,CIPLA.NS,-4.18,,3.5,0.4412,1.22
0.5,2.0,2026-06-10T03:00:34.622813+00:00,5.81,-1.2,19.205,2.843,-8.02,0.44,2.0,21.77,0.38,,2.0,3.5,NIFTY200,55.0,2.0,True,False,False,IN,,58.0,34.06,5.5959,34.4,-30.12,5.07,0.7385,2.66,,-19.89,,-29.5,-34.31,-3.0,,0.0,0.0,39.0,47.11,Information Technology,,,Computers - Software & Consulting,COFORGE.NS,0.59,,1.5,0.7657,2.15
0.5,0.0,2026-06-10T03:00:34.622832+00:00,7.41,1.75,30.853,9.688,-8.63,-1.58,0.0,89.33,1.79,,-2.0,1.5,NIFTY200,55.0,2.0,False,False,False,IN,,50.0,,37.3262,134.0,,,0.8784,1.97,,-18.79,,0.23,-1.99,-1.0,,4.0,2.0,15.0,,Fast Moving Consumer Goods,,,Personal Care,COLPAL.NS,2.68,,-2.5,0.8825,1.52
-4.0,-1.5,2026-06-10T03:00:34.622851+00:00,2.98,2.86,20.652,3.897,-4.42,-3.33,-1.5,31.15,-7.79,,-1.5,-3.5,NIFTY200,46.25,-1.5,True,True,True,IN,,-4.0,-5.97,2.9946,29.9,-11.84,-2.0,1.2355,2.03,,-9.65,,5.51,-5.25,-0.5,,0.0,0.0,2.0,-1.59,Services,,,Logistics Solution Provider,CONCOR.NS,-7.48,,2.5,1.2301,1.61
1.5,-2.0,2026-06-10T03:00:34.622869+00:00,2.22,1.16,69.37,14.864,-2.73,-1.28,-2.0,29.74,1.98,,0.5,3.0,NIFTY200,38.75,-4.5,False,False,False,IN,,15.0,39.35,3.3774,34.2,1.95,22.95,1.4277,2.42,,-13.1,,-0.24,-24.0,-1.5,,-5.0,-2.5,36.0,46.51,Realty,,,Residential Commercial Projects,DLF.NS,2.28,,-1.0,1.452,1.83
-5.5,-5.0,2026-06-10T03:00:34.622887+00:00,2.84,0.17,32.89,6.073,-2.7,-0.07,-5.0,40.97,13.66,,-8.0,-3.5,NIFTY200,45.0,-2.0,False,False,True,IN,,3.0,-8.21,7.3055,42.2,24.49,11.53,0.8611,1.74,,-6.85,,-13.08,-10.81,-2.0,,6.0,3.0,3.0,0.53,Fast Moving Consumer Goods,,,Personal Care,DABUR.NS,14.07,,-2.5,0.8204,1.37
1.5,3.0,2026-06-10T03:00:34.622907+00:00,-1.5,-0.05,49.365,16.096,2.28,0.21,3.0,53.5,2.33,,-1.0,1.0,NIFTY200,67.5,7.0,True,False,False,IN,,23.0,23.05,10.9501,65.8,-15.38,-4.09,0.5112,1.51,,2.82,,5.82,-3.51,0.5,,8.0,4.0,14.0,12.24,Healthcare,,,Pharmaceuticals,DIVISLAB.NS,2.86,,-2.5,0.5517,1.47
2.0,-1.0,2026-06-10T03:00:34.622925+00:00,6.45,0.13,33.129,1.237,-4.54,-2.01,-1.0,21.8,0.18,,3.0,4.0,NIFTY200,37.5,-5.0,True,False,False,IN,,122.0,379.38,14.4254,48.4,-56.97,-28.16,1.4842,3.12,,-34.77,,4.4,-30.18,-2.0,,-8.0,-4.0,46.0,120.97,Consumer Durables,,,Consumer Electronics,DIXON.NS,0.4,,1.0,1.4701,2.29
1.5,4.5,2026-06-10T03:00:34.622945+00:00,7.55,2.45,12.935,3.171,-4.51,-2.35,4.5,17.79,4.45,,1.0,0.5,NIFTY200,70.0,8.0,True,False,False,IN,,4.0,21.15,2.9449,18.5,-10.99,-0.85,0.469,1.97,,10.41,,6.6,2.61,1.0,,7.0,3.5,11.0,19.88,Healthcare,,,Pharmaceuticals,DRREDDY.NS,4.62,,-0.5,0.5138,1.44
-2.0,-4.0,2026-06-10T03:00:34.622965+00:00,2.0,0.4,21.489,2.663,-0.64,-0.02,-4.0,23.95,1.26,,-1.0,-0.5,NIFTY200,32.5,-7.0,False,False,False,IN,,19.0,17.78,2.991,28.5,12.58,17.48,1.3978,2.74,,-3.64,,-7.22,-11.4,-1.5,,-6.0,-3.0,9.0,6.26,Capital Goods,,,Tractors,ESCORTS.NS,1.5,,1.0,1.2801,2.02
-1.0,,2026-06-10T03:00:34.622984+00:00,12.41,3.27,-8195.478,5.587,-11.75,-3.63,,,,,,0.0,NIFTY200,,,False,True,True,IN,,-65.0,-77.71,7.7363,,56.92,20.05,1.3147,2.78,,8.63,,-0.74,-21.37,-1.0,,-6.0,-3.0,139.0,63.76,Consumer Services,,,E-Retail/ E-Commerce,ETERNAL.NS,,,,1.2603,2.22
-3.5,-6.0,2026-06-10T03:00:34.623004+00:00,1.97,0.42,17.017,1.721,-1.3,-0.61,-6.0,32.1,6.42,,-5.5,-2.5,NIFTY200,33.75,-6.5,False,False,False,IN,,5.0,1.08,1.9816,33.7,12.07,-3.76,1.3068,2.26,,-9.9,,5.41,-11.81,-1.0,,-1.0,-0.5,3.0,3.88,Automobile and Auto Components,,,Auto Components & Equipments,EXIDEIND.NS,6.74,,-2.0,1.329,1.66
5.5,4.0,2026-06-10T03:00:34.623021+00:00,0.15,-0.01,169.947,8.118,3.57,0.25,4.0,173.87,0.93,,3.0,3.5,NIFTY200,62.5,5.0,False,False,False,IN,,187.0,111.11,54.3291,499.0,106.06,22.46,0.9592,2.01,,35.2,,11.97,4.87,2.0,,2.0,1.0,25.0,23.62,Consumer Services,,,E-Retail/ E-Commerce,NYKAA.NS,2.67,,-2.5,1.0004,1.78
1.0,1.0,2026-06-10T03:00:34.623041+00:00,1.89,2.02,38.753,8.32,-1.42,-1.86,1.0,52.19,1.86,,-1.0,0.0,NIFTY200,57.5,3.0,True,False,True,IN,,28.0,-7.39,7.4477,66.8,-40.12,-2.83,0.7857,1.87,,39.2,,10.11,-10.41,1.0,,4.0,2.0,16.0,12.37,Healthcare,,,Hospital,FORTIS.NS,2.39,,-2.0,0.8992,1.73
-2.5,1.0,2026-06-10T03:00:34.62306+00:00,1.48,0.74,10.503,0.909,-1.75,-1.03,1.0,14.76,-0.82,,0.5,-2.5,NIFTY200,53.75,1.5,True,True,False,IN,,-18.0,1.29,1.2353,12.1,-13.07,-1.02,1.1045,2.17,,-11.12,,6.19,-5.66,0.0,,1.0,0.5,3.0,11.25,Oil Gas & Consumable Fuels,,,Gas Transmission/Marketing,GAIL.NS,-0.67,,3.0,1.1025,1.57
,,2026-06-10T03:00:34.623078+00:00,-5.13,-1.93,76.883,19.966,6.42,2.31,,,,,,,NIFTY200,,,False,False,False,IN,,,,56.416,580.0,,,1.3203,2.93,,205.16,,69.51,58.28,3.0,,-6.0,-3.0,,,Capital Goods,,,,GVT&D.NS,,,-1.0,1.3712,2.63
1.5,7.5,2026-06-10T03:00:34.623097+00:00,-0.38,0.22,3.905,0.819,0.32,0.0,7.5,5.62,0.2,,4.5,1.0,NIFTY200,76.25,10.5,True,False,True,IN,,28.0,-3.14,0.7012,7.2,-39.94,-1.3,0.7094,1.65,,-4.03,,7.37,3.08,0.5,,6.0,3.0,14.0,28.82,Financial Services,,,General Insurance,GICRE.NS,0.26,,3.0,0.674,1.48
-1.5,0.0,2026-06-10T03:00:34.623115+00:00,-0.11,-0.02,31.852,10.586,0.1,-0.01,0.0,34.75,1.93,,-2.5,-1.0,NIFTY200,56.25,2.5,False,False,False,IN,,18.0,35.57,24.5219,41.0,15.18,6.22,0.6762,1.69,,-14.12,,6.86,-10.37,-0.5,,5.0,2.5,3.0,4.73,Healthcare,,,Pharmaceuticals,GLAXO.NS,2.28,,-1.0,0.7229,1.87
3.5,7.0,2026-06-10T03:00:34.623134+00:00,4.68,-0.81,15.986,3.902,-2.8,1.15,7.0,5.57,0.02,,6.0,0.5,NIFTY200,70.0,8.0,True,False,True,IN,,318.0,-99.67,6.7719,23.3,-33.93,-35.49,0.7801,2.05,,62.23,,16.86,26.43,3.0,,2.0,1.0,25.0,6.3,Healthcare,,,Pharmaceuticals,GLENMARK.NS,0.07,,2.5,0.8732,1.91
-1.5,-3.0,2026-06-10T03:00:34.623154+00:00,2.83,0.77,33.636,7.067,-1.61,-0.39,-3.0,45.62,3.8,,-4.5,-0.5,NIFTY200,46.25,-1.5,True,False,True,IN,,12.0,-20.47,8.0211,51.1,-39.87,2.0,0.899,2.11,,-10.93,,7.33,-17.91,-1.0,,3.0,1.5,17.0,15.08,Healthcare,,,Hospital,MEDANTA.NS,4.26,,-3.0,0.9826,1.85
-3.5,-4.5,2026-06-10T03:00:34.623174+00:00,5.46,2.91,39.658,7.79,-5.27,-2.82,-4.5,51.5,3.96,,-6.5,-2.0,NIFTY200,43.75,-2.5,False,False,True,IN,,13.0,-78.24,9.1667,58.2,8.5,7.16,0.8598,2.0,,-12.59,,-11.75,-2.74,-1.5,,4.0,2.0,7.0,6.26,Fast Moving Consumer Goods,,,Personal Care,GODREJCP.NS,4.48,,-3.0,0.7965,1.48
1.5,3.5,2026-06-10T03:00:34.623194+00:00,-1.96,-0.71,12.793,2.539,1.46,0.42,3.5,34.0,1.7,,1.5,1.5,NIFTY200,63.75,5.5,False,False,False,IN,,20.0,9.22,1.8652,40.8,49.07,11.06,1.0398,1.85,,0.74,,-0.71,-3.59,0.0,,4.0,2.0,19.0,17.34,Construction Materials,,,Cement & Cement Products,GRASIM.NS,2.04,,0.0,1.0072,1.37
-4.0,-2.5,2026-06-10T03:00:34.623214+00:00,3.16,0.57,1191.938,235.559,-3.17,-0.43,-2.5,22.38,22.38,,-5.0,-1.0,NIFTY200,50.0,0.0,True,False,False,IN,,1.0,7.86,4.334,22.6,-3.64,6.04,0.3997,2.25,,-20.01,,-28.16,-18.94,-3.0,,5.0,2.5,10.0,6.13,Information Technology,,,Computers - Software & Consulting,HCLTECH.NS,22.6,,-1.0,0.411,1.6
-2.0,1.0,2026-06-10T03:00:34.623232+00:00,,0.48,,17.164,,0.15,1.0,29.09,-2.42,,0.5,-1.5,NIFTY200,53.75,1.5,False,True,True,IN,,-12.0,-19.05,2.7113,25.6,12.5,,1.1198,2.24,,,,-2.97,-8.08,-0.5,,1.0,0.5,15.0,,Financial Services,,,Non Banking Financial Company (NBFC),HDBFS.NS,-2.13,,2.5,1.1012,1.57
0.0,-4.0,2026-06-10T03:00:34.623251+00:00,-3.59,-0.48,30.543,25.079,3.94,0.46,-4.0,35.78,2.24,,-1.0,-1.0,NIFTY200,32.5,-7.0,True,False,True,IN,,16.0,-2.35,12.6912,41.5,-18.99,-2.14,1.5636,2.65,,22.55,,12.57,-1.33,1.0,,-6.0,-3.0,2.0,16.76,Financial Services,,,Asset Management Company,HDFCAMC.NS,2.59,,-1.0,1.4839,1.9
-4.0,-1.0,2026-06-10T03:00:34.623271+00:00,4.46,3.14,,5.317,-4.25,-3.62,-1.0,14.91,1.86,,-2.5,-1.0,NIFTY200,51.25,0.5,False,False,False,IN,,8.0,9.28,2.1371,16.1,1.85,,1.1164,1.9,,-17.0,,-14.33,-21.1,-3.0,,3.0,1.5,4.0,,Financial Services,,,Private Sector Bank,HDFCBANK.NS,2.01,,1.5,1.0114,1.17
-5.0,-6.0,2026-06-10T03:00:34.62329+00:00,1.51,0.64,61.2,1.302,-0.87,-0.55,-6.0,59.91,3.99,,-9.0,-2.0,NIFTY200,42.5,-3.0,False,False,False,IN,,15.0,4.63,7.1369,68.9,18.9,-32.41,0.775,1.78,,-16.74,,-17.4,-19.97,-3.0,,6.0,3.0,7.0,-17.78,Financial Services,,,Life Insurance,HDFCLIFE.NS,4.59,,-4.0,0.7499,1.34
-2.5,-3.5,2026-06-10T03:00:34.62331+00:00,4.87,0.97,35.014,3.419,-5.38,-1.03,-3.5,49.81,6.23,,-5.5,-0.5,NIFTY200,46.25,-1.5,True,False,False,IN,,8.0,15.66,8.2219,53.8,-5.66,16.93,0.9258,1.89,,-22.28,,-3.76,-16.89,-2.0,,4.0,2.0,8.0,20.25,Consumer Durables,,,Consumer Electronics,HAVELLS.NS,6.72,,-3.0,1.0069,1.43
-2.0,0.0,2026-06-10T03:00:34.623328+00:00,11.31,0.18,12.2,1.995,5.21,-0.16,0.0,16.75,0.73,,0.0,1.0,NIFTY200,50.0,0.0,True,False,False,IN,,23.0,17.2,4.2909,20.6,-21.08,-0.17,0.6905,2.92,,-34.75,,-37.94,-38.67,-3.0,,0.0,0.0,12.0,16.7,Information Technology,,,Computers - Software & Consulting,HEXT.NS,0.9,,2.0,0.702,2.56
