alpha_score,composite_score,computed_at,dii_1yr,dii_quarter,ev_ebitda,ev_sales,fii_1yr,fii_quarter,final_score,future_pe,future_peg,future_return,g_score,growth_score,index_group,irs_pct,irs_raw,loss_profit_qoq,loss_profit_ttm,loss_profit_yoy,market,market_cap_b,net_profit_ttm_1yr_growth,net_profit_yoy_growth,pb_ratio,pe_ratio,qoq_profit_growth,qoq_sales_growth,qtr_beta,qtr_std,rebalance_date,return_1yr,return_2yr,return_3m,return_6m,return_score,revenue_b,risk_eff_score,risk_score,sales_ttm_1yr_growth,sales_yoy_growth,sector,stocks_list,strategy_stocks,sub_sector,ticker,ttm_peg,ttm_revenue_b,valuation_score,yr_beta,yr_std
,-3.5,2026-06-10T03:00:34.188794+00:00,,,12.3,3.22,,,,19.02,4.23,,-6.5,-3.0,SP500,48.75,-0.5,False,False,False,US,,4.5,13.0,3.03,18.2,3.8,1.6,1.3505,33.02,,-27.64,-7.14,-27.08,-31.73,-3.5,,6.0,3.0,2.3,2.6,Industrials,,,Specialty Industrial Machinery,PNR,4.04,,0,1.182,27.26
,-1.5,2026-06-10T03:00:34.188884+00:00,,,12.84,5.02,,,,19.46,14.97,,0.5,-1.0,SP500,41.25,-3.5,False,False,False,US,,1.3,,1.73,19.21,113.7,1.9,0.0382,16.52,,15.42,44.2,1.21,15.03,1.5,,-4.0,-2.0,4.2,11.4,Utilities,,,Utilities - Regulated Electric,PNW,14.78,,0,-0.072,15.72
,0.5,2026-06-10T03:00:34.188995+00:00,,,17.3,3.59,,,,20.22,-0.49,,0.5,2.0,SP500,51.25,0.5,True,True,False,US,,-40.9,159.0,6.63,34.21,-10.3,-2.8,0.4311,48.53,,-55.95,-17.18,-41.88,-54.11,-4.0,,0.0,0,30.7,33.9,Healthcare,,,Medical Devices,PODD,-0.84,,2.5,0.533,36.93
,-3.0,2026-06-10T03:00:34.189084+00:00,,,12.94,1.54,,,,15.86,-2.48,,-5.5,-3.5,SP500,48.75,-0.5,False,True,False,US,,-6.4,2.1,5.94,16.94,68.5,15.9,0.814,32.8,,-37.22,-45.44,-15.68,-23.08,-4.0,,5.0,2.5,-0.4,6.2,Industrials,,,Industrial Distribution,POOL,-2.65,,2.0,0.817,33.36
,1.5,2026-06-10T03:00:34.189173+00:00,,,11.59,1.95,,,,22.83,0.55,,0.0,-2.0,SP500,57.5,3.0,False,False,False,US,,41.2,4.2,3.1,16.17,27.3,0.4,1.8808,39.36,,4.09,-6.74,-4.7,14.41,-0.5,,3.0,1.5,0.2,6.7,Basic Materials,,,Specialty Chemicals,PPG,0.39,,2.5,1.1468,28.87
,-2.0,2026-06-10T03:00:34.189272+00:00,,,12.49,4.9,,,,29.18,0.88,,0.0,-0.5,SP500,40.0,-4.0,False,False,False,US,,33.0,7.3,1.77,21.94,69.9,22.0,0.0026,17.9,,5.91,33.65,-8.1,0.24,-1.0,,-4.0,-2.0,6.9,10.8,Utilities,,,Utilities - Regulated Electric,PPL,0.66,,1.5,0.0818,16.67
,-0.5,2026-06-10T03:00:34.189424+00:00,,,10.72,0.86,,,,13.7,0.44,,-1.0,-1.0,SP500,50.0,0.0,True,False,True,US,,31.1,-14.3,1.09,10.45,-34.0,-0.8,0.8001,23.97,,1.67,-5.44,2.03,-4.49,-1.0,,1.0,0.5,-13.7,15.3,Financial Services,,,Insurance - Life,PRU,0.34,,1.0,0.9062,22.37
,-0.5,2026-06-10T03:00:34.189577+00:00,,,19.98,14.09,,,,27.47,-1.98,,-1.5,-2.0,SP500,51.25,0.5,False,True,False,US,,-13.9,32.8,11.08,31.91,3.8,0.2,1.0573,25.68,,5.33,27.01,0.47,16.48,0.5,,2.0,1.0,2.7,3.2,Real Estate,,,REIT - Industrial,PSA,-2.3,,0,0.5572,22.42
,-8.5,2026-06-10T03:00:34.189692+00:00,,,9.0,0.96,,,,3668.52,4.0,,-7.5,-2.0,SP500,26.25,-9.5,False,False,True,US,,500.0,-31.8,1.03,360.33,10.5,,0.6665,65.4,,-9.83,-4.38,-18.55,-30.57,-3.0,,-2.0,-1.0,-1.5,2.2,Communication Services,,,Entertainment,PSKY,0.39,,-2.5,0.5404,67.78
,3.0,2026-06-10T03:00:34.189804+00:00,,,13.35,0.7,,,,36.28,0.34,,2.5,-1.5,SP500,58.75,3.5,True,False,True,US,,108.0,-56.8,2.48,17.44,-92.9,-4.6,-0.837,35.12,,59.37,37.06,11.12,28.4,2.5,,1.0,0.5,-7.5,6.9,Energy,,,Oil & Gas Refining & Marketing,PSX,0.16,,1.5,-0.0345,29.68
,4.0,2026-06-10T03:00:34.189903+00:00,,,12.87,5.66,,,,25.99,0.27,,2.0,4.0,SP500,65.0,6.0,False,False,False,US,,95.0,268.9,4.29,13.33,254.8,12.9,0.2937,30.33,,-17.35,-21.72,-12.22,-20.64,-3.5,,4.0,2.0,19.2,21.7,Technology,,,Software - Application,PTC,0.14,,1.5,0.7958,33.21
,0.0,2026-06-10T03:00:34.189994+00:00,,,43.48,3.84,,,,114.81,8.38,,2.0,2.0,SP500,45.0,-2.0,True,False,False,US,,13.7,51.0,12.11,100.98,-30.1,0.4,1.4819,46.11,,115.11,163.26,27.52,61.52,4.0,,-4.0,-2.0,20.3,26.3,Industrials,,,Engineering & Construction,PWR,7.37,,-4.0,1.4244,35.98
,-2.0,2026-06-10T03:00:34.190085+00:00,,,6.32,1.23,,,,10.35,0.4,,-3.0,-1.0,SP500,47.5,-1.0,True,False,True,US,,26.2,-6.2,1.98,8.2,-22.5,-3.7,0.7168,31.54,,-36.98,-26.79,-2.27,-28.74,-3.0,,2.0,1.0,4.3,7.2,Financial Services,,,Credit Services,PYPL,0.31,,1.0,1.3822,38.93
,1.0,2026-06-10T03:00:34.190302+00:00,,,20.15,5.89,,,,13.72,-0.3,,5.0,-0.5,SP500,42.5,-3.0,False,True,False,US,,-45.4,173.0,9.45,25.13,145.3,-13.5,1.6746,68.25,,67.85,21.95,73.62,46.46,3.0,,-8.0,-4.0,13.7,-3.5,Technology,,,Semiconductors,QCOM,-0.55,,2.5,1.7468,44.72
,0.5,2026-06-10T03:00:34.190438+00:00,,,14.04,5.27,,,,24.88,0.52,,4.5,1.5,SP500,41.25,-3.5,False,False,False,US,,48.3,28.9,7.69,16.78,24.8,4.6,2.2473,50.15,,12.18,94.48,-6.0,6.43,0.5,,-8.0,-4.0,8.8,11.3,Consumer Cyclical,,,Travel Services,RCL,0.35,,2.5,1.7215,45.45
,-1.0,2026-06-10T03:00:34.190534+00:00,,,18.97,12.08,,,,35.66,1.12,,0.0,0,SP500,45.0,-2.0,True,False,False,US,,31.7,17.2,2.15,27.08,-36.5,2.0,0.3239,14.04,,12.95,44.88,-0.32,13.18,1.0,,-2.0,-1.0,6.9,10.0,Real Estate,,,REIT - Retail,REG,0.85,,-1.0,0.2848,15.65
,-3.0,2026-06-10T03:00:34.190625+00:00,,,13.05,3.83,,,,15.5,7.38,,-6.0,-1.5,SP500,50.0,0.0,True,False,True,US,,2.1,-7.2,2.02,15.18,-13.9,-7.2,1.0334,34.14,,3.23,-35.16,-21.29,-16.92,-3.5,,6.0,3.0,1.0,19.0,Healthcare,,,Biotechnology,REGN,7.23,,-1.0,0.5889,37.96
,-2.5,2026-06-10T03:00:34.190772+00:00,,,,1.14,,,,14.17,4.43,,-4.0,-0.5,SP500,47.5,-1.0,True,False,False,US,,3.2,15.3,2.2,13.73,-3.4,3.4,0.9122,25.89,,-2.59,19.92,-7.7,-8.23,-1.5,,3.0,1.5,9.5,13.1,Financial Services,,,Asset Management,RJF,4.29,,-2.0,1.0088,24.54
,-0.5,2026-06-10T03:00:34.191613+00:00,,,13.54,5.18,,,,26.92,0.72,,-0.5,0.5,SP500,48.75,-0.5,False,False,False,US,,37.2,10.5,4.54,19.62,1.6,0.6,0.691,22.48,,-16.2,0.63,-20.73,-17.67,-3.5,,0.0,0,9.8,10.8,Healthcare,,,Medical Instruments & Supplies,RMD,0.53,,2.5,0.6103,22.54
,-0.5,2026-06-10T03:00:34.191711+00:00,,,27.57,6.17,,,,43.2,-4.91,,0.0,-1.0,SP500,47.5,-1.0,False,True,False,US,,-8.8,39.6,14.37,47.37,15.1,6.4,1.4998,35.54,,46.46,83.99,10.69,17.39,2.5,,-1.0,-0.5,0.9,11.9,Industrials,,,Specialty Industrial Machinery,ROK,-5.38,,-1.5,1.4949,28.2
,-9.0,2026-06-10T03:00:34.191806+00:00,,,28.77,6.44,,,,52.15,4.04,,-8.5,-1.0,SP500,26.25,-9.5,True,False,False,US,,12.9,1.3,17.3,46.19,-7.4,-0.7,0.4329,22.4,,-12.09,11.72,-18.55,-18.7,-3.5,,-1.0,-0.5,11.0,10.2,Consumer Cyclical,,,Personal Services,ROL,3.58,,-4.0,0.2602,23.51
,-2.0,2026-06-10T03:00:34.191899+00:00,,,13.26,5.22,,,,19.8,-24.75,,-1.0,0.5,SP500,42.5,-3.0,False,True,False,US,,-0.8,59.2,1.71,19.96,18.8,1.8,-0.0738,22.93,,-42.9,-38.96,-9.43,-27.58,-3.5,,-2.0,-1.0,12.3,11.3,Technology,,,Software - Application,ROP,-24.95,,2.0,0.3414,24.27
,2.5,2026-06-10T03:00:34.19199+00:00,,,21.29,3.07,,,,33.4,12.85,,0.5,0.5,SP500,61.25,4.5,False,False,False,US,,2.6,37.4,11.84,32.55,35.6,,0.9951,32.63,,65.17,66.72,12.55,28.56,3.0,,4.0,2.0,7.7,20.6,Consumer Cyclical,,,Apparel Retail,ROST,12.52,,-3.0,0.7847,24.2
,-9.5,2026-06-10T03:00:34.192081+00:00,,,14.75,4.59,,,,30.87,6.57,,-7.5,-3.5,SP500,21.25,-11.5,True,False,False,US,,4.7,7.5,5.24,29.48,-3.5,-0.5,-0.3482,20.94,,-19.07,14.65,-11.33,-4.3,-2.0,,-4.0,-2.0,3.5,2.6,Industrials,,,Waste Management,RSG,6.27,,-2.0,-0.1681,18.09
,0.5,2026-06-10T03:00:34.192171+00:00,,,18.01,3.04,,,,47.35,1.15,,0.0,1.0,SP500,52.5,1.0,False,False,False,US,,41.0,32.5,3.68,33.58,26.9,-8.9,0.6785,27.04,,34.88,77.52,-15.3,7.31,0.5,,1.0,0.5,9.7,8.7,Industrials,,,Aerospace & Defense,RTX,0.82,,-1.5,0.4931,23.56
,-5.0,2026-06-10T03:00:34.192262+00:00,,,16.11,4.75,,,,41.42,-3.84,,-5.0,-3.0,SP500,37.5,-5.0,True,True,False,US,,-10.8,3.5,1.58,46.43,-58.6,-7.9,1.7258,42.84,,10.45,-7.27,5.97,-1.04,-0.5,,0.0,0,3.7,7.0,Healthcare,,,Diagnostics & Research,RVTY,-4.3,,-1.5,1.5427,38.25
,-3.5,2026-06-10T03:00:34.192412+00:00,,,41.42,4.44,,,,,,,-1.5,-1.0,SP500,36.25,-5.5,True,False,False,US,,500.0,,6.73,,-87.8,-3.4,1.3529,57.89,,549.83,624.14,10.44,79.55,3.5,,-4.0,-2.0,-5.2,-5.2,Communication Services,,,Telecom Services,SATS,,,-4.0,1.727,108.51
,0.0,2026-06-10T03:00:34.192521+00:00,,,20.21,12.94,,,,29.6,0.73,,0.5,-1.0,SP500,48.75,-0.5,True,False,True,US,,40.6,-14.7,,21.05,-50.1,-2.2,0.4893,49.82,,-9.03,14.52,4.19,9.91,0,,-1.0,-0.5,5.1,5.9,Real Estate,,,REIT - Specialty,SBAC,0.52,,1.5,0.2075,31.55
,3.5,2026-06-10T03:00:34.192616+00:00,,,25.49,3.58,,,,38.58,-0.76,,1.0,-1.5,SP500,65.0,6.0,False,True,False,US,,-50.6,32.6,,78.1,74.2,-3.9,0.9711,31.04,,23.03,37.86,4.73,20.12,2.0,,5.0,2.5,2.8,8.8,Consumer Cyclical,,,Restaurants,SBUX,-1.54,,0.5,0.8239,28.59
,4.0,2026-06-10T03:00:34.192708+00:00,,,,4.76,,,,25.29,0.52,,3.5,2.5,SP500,61.25,4.5,False,False,False,US,,49.0,38.6,3.49,16.97,0.8,2.3,0.4089,27.68,,-1.51,24.27,-10.3,-7.28,-1.5,,1.0,0.5,22.0,15.8,Financial Services,,,Capital Markets,SCHW,0.35,,2.5,0.6909,23.82
,-4.0,2026-06-10T03:00:34.192801+00:00,,,19.57,3.73,,,,28.52,-6.79,,-6.0,-3.0,SP500,45.0,-2.0,False,True,False,US,,-4.2,7.5,16.89,29.77,12.1,1.3,1.4044,29.66,,-13.43,4.41,-14.09,-10.21,-3.0,,4.0,2.0,2.1,6.8,Basic Materials,,,Specialty Chemicals,SHW,-7.09,,0,0.8399,24.58
,-7.5,2026-06-10T03:00:34.192891+00:00,,,9.88,2.08,,,,,,,-7.0,-1.5,SP500,30.0,-8.0,True,True,False,US,,-265.4,,2.12,,-400.1,0.4,0.161,21.68,,-3.41,5.09,-8.06,3.3,-1.5,,-1.0,-0.5,6.7,7.0,Consumer Defensive,,,Packaged Foods,SJM,,,-4.0,-0.0938,29.74
,5.0,2026-06-10T03:00:34.192983+00:00,,,12.22,2.55,,,,18.77,-0.77,,2.0,-4.0,SP500,70.0,8.0,True,True,True,US,,-24.4,-13.8,3.01,24.83,-8.7,-10.5,0.8233,36.15,,68.66,27.76,7.51,52.69,2.5,,6.0,3.0,-1.6,2.7,Energy,,,Oil & Gas Equipment & Services,SLB,-1.02,,3.5,0.7797,33.5
,0.0,2026-06-10T03:00:34.193077+00:00,,,20.7,0.97,,,,18.25,-2.03,,4.0,2.0,SP500,40.0,-4.0,False,True,False,US,,-9.0,326.0,3.28,20.05,20.7,-19.2,4.3182,106.37,,0.36,-50.82,29.75,23.62,0,,-8.0,-4.0,46.6,122.7,Technology,,,Computer Hardware,SMCI,-2.23,,2.0,3.1683,78.08
,0.5,2026-06-10T03:00:34.193169+00:00,,,13.51,3.63,,,,18.81,-7.23,,-0.5,-3.5,SP500,53.75,1.5,True,True,False,US,,-2.6,4.0,3.26,19.31,-5.3,-2.4,0.9593,23.74,,19.36,48.75,-3.23,12.1,1.0,,2.0,1.0,0.9,5.2,Industrials,,,Tools & Accessories,SNA,-7.43,,2.0,0.7236,21.15
,1.5,2026-06-10T03:00:34.193263+00:00,,,42.54,18.17,,,,132.7,0.92,,5.5,2.5,SP500,43.75,-2.5,False,False,False,US,,144.2,,23.79,54.34,350.2,96.7,3.4777,97.62,,4152.95,4460.11,165.17,681.1,4.0,,-8.0,-4.0,10.4,251.0,Technology,,,Computer Hardware,SNDK,0.38,,-1.0,3.6266,98.1
,-4.0,2026-06-10T03:00:34.193392+00:00,,,67.74,13.66,,,,64.78,-1.58,,-2.0,0,SP500,35.0,-6.0,True,True,True,US,,-41.1,-82.0,3.16,109.99,-73.7,-5.5,1.4752,43.15,,5.64,-17.16,13.18,9.66,0,,-4.0,-2.0,15.1,65.5,Technology,,,Software - Infrastructure,SNPS,-2.68,,-2.0,1.7789,56.37
,1.0,2026-06-10T03:00:34.193548+00:00,,,15.91,2.16,,,,30.14,0.13,,-1.5,-2.0,SP500,58.75,3.5,True,False,True,US,,224.8,-91.0,2.61,9.28,-79.4,0.4,1.1944,27.49,,4.59,27.16,4.03,-11.24,-0.5,,5.0,2.5,0.9,-3.0,Healthcare,,,Medical Instruments & Supplies,SOLV,0.04,,1.0,0.9309,26.69
,4.5,2026-06-10T03:00:34.193639+00:00,,,19.74,14.59,,,,28.09,0.3,,5.0,1.5,SP500,60.0,4.0,True,False,False,US,,95.2,16.4,13.01,14.39,-84.2,-1.9,0.7424,20.87,,32.98,55.05,2.95,14.36,2.0,,-1.0,-0.5,6.7,19.3,Real Estate,,,REIT - Retail,SPG,0.15,,1.5,0.5134,18.25
,-2.5,2026-06-10T03:00:34.193732+00:00,,,17.88,8.95,,,,30.7,1.91,,-3.0,0,SP500,45.0,-2.0,False,False,False,US,,16.1,32.5,3.97,26.44,23.0,6.5,0.3884,24.43,,,-0.4,-5.73,-15.47,-2.0,,1.0,0.5,7.9,10.4,Financial Services,,,Financial Data & Stock Exchanges,SPGI,1.64,,-1.0,0.5017,27.12
,-2.5,2026-06-10T03:00:34.193822+00:00,,,18.68,7.75,,,,19.93,-0.56,,-1.5,-3.0,SP500,41.25,-3.5,False,True,False,US,,-35.8,13.7,1.86,31.04,194.6,-2.5,0.2054,19.44,,19.02,29.34,-5.24,-0.2,-1.0,,-2.0,-1.0,3.9,-3.9,Utilities,,,Utilities - Diversified,SRE,-0.87,,2.5,0.3414,19.61
,-4.0,2026-06-10T03:00:34.193912+00:00,,,16.46,3.81,,,,,,,-5.0,0.5,SP500,42.5,-3.0,False,False,False,US,,,52.2,2.95,26.82,51.2,,0.8187,25.83,,-11.42,-1.9,-13.06,-17.86,-3.0,,2.0,1.0,,7.3,Healthcare,,,Medical Devices,STE,,,-2.5,0.636,23.75
,8.0,2026-06-10T03:00:34.194004+00:00,,,17.8,2.17,,,,21.36,-0.93,,8.0,0.5,SP500,70.0,8.0,False,True,False,US,,-22.9,93.1,4.22,27.71,51.6,17.9,1.6322,37.31,,111.17,103.74,29.8,56.5,4.0,,0.0,0,3.6,19.1,Basic Materials,,,Steel,STLD,-1.21,,3.5,1.3716,34.71
,5.0,2026-06-10T03:00:34.194094+00:00,,,,,,,,17.54,1.83,,3.0,-2.0,SP500,67.5,7.0,False,False,True,US,,9.6,-24.1,1.81,16.0,2.3,3.5,1.008,25.13,,66.97,127.11,22.56,35.2,4.0,,4.0,2.0,8.1,-2.8,Financial Services,,,Asset Management,STT,1.67,,1.0,1.2679,24.77
,3.0,2026-06-10T03:00:34.194189+00:00,,,57.06,18.21,,,,362.29,1.07,,7.0,4.0,SP500,47.5,-1.0,False,False,False,US,,338.5,108.3,418.59,82.62,26.1,10.2,2.4266,66.16,,655.1,874.13,132.47,227.5,4.0,,-8.0,-4.0,38.9,44.1,Technology,,,Computer Hardware,STX,0.24,,-1.0,2.1301,62.89
,-2.5,2026-06-10T03:00:34.194325+00:00,,,10.6,3.93,,,,-306.46,0.14,,-3.5,-3.0,SP500,46.25,-1.5,True,True,False,US,,-500.0,,3.04,14.79,-59.9,-13.6,0.1836,31.13,,-18.77,-38.96,-8.61,4.45,-2.5,,2.0,1.0,-10.5,-11.3,Consumer Defensive,,,Beverages - Brewers,STZ,-0.01,,2.0,0.2086,30.08
,-4.5,2026-06-10T03:00:34.194617+00:00,,,11.34,1.24,,,,44.56,1.22,,-4.5,-2.5,SP500,38.75,-4.5,True,False,True,US,,36.6,-34.8,1.36,32.62,-62.3,4.4,1.6948,41.26,,24.86,3.87,-4.63,13.59,0.5,,0.0,0,-1.5,2.7,Industrials,,,Tools & Accessories,SWK,0.89,,-2.5,1.5775,37.36
,-0.5,2026-06-10T03:00:34.194744+00:00,,,13.21,2.97,,,,26.3,-1.32,,-2.0,-4.0,SP500,52.5,1.0,True,True,True,US,,-19.9,-44.9,2.12,32.83,-55.1,-8.9,0.9024,53.99,,22.06,-2.4,39.35,26.24,2.0,,3.0,1.5,-2.2,-1.0,Technology,,,Semiconductors,SWKS,-1.65,,0,1.2786,40.57
,-2.0,2026-06-10T03:00:34.194868+00:00,,,,2.14,,,,7.51,5.01,,-3.0,-2.5,SP500,47.5,-1.0,False,False,False,US,,1.5,20.1,1.58,7.4,7.2,-2.5,1.1495,29.32,,24.74,74.8,4.55,-7.68,1.5,,2.0,1.0,-0.5,6.1,Financial Services,,,Credit Services,SYF,4.93,,-2.0,1.3851,29.16
,-7.5,2026-06-10T03:00:34.194991+00:00,,,18.82,5.15,,,,38.45,4.52,,-8.0,-1.5,SP500,32.5,-7.0,True,False,False,US,,8.5,14.2,5.25,35.44,-12.2,-16.1,0.6195,28.58,,-18.77,-8.11,-20.3,-16.94,-3.5,,1.0,0.5,11.2,2.6,Healthcare,,,Medical Devices,SYK,4.17,,-3.0,0.4603,21.95
,-0.5,2026-06-10T03:00:34.19512+00:00,,,10.91,0.6,,,,19.5,-3.0,,-2.5,-3.0,SP500,53.75,1.5,True,True,True,US,,-6.5,-13.5,15.93,20.86,-12.6,-1.2,0.8792,37.35,,8.37,12.34,-15.46,1.51,-1.5,,4.0,2.0,3.2,4.7,Consumer Defensive,,,Food Distribution,SYY,-3.21,,2.0,0.4237,26.73
,-11.5,2026-06-10T03:00:34.195324+00:00,,,5.7,1.25,,,,,,,-10.5,-3.0,SP500,18.75,-12.5,True,True,False,US,,-290.6,35.6,0.76,,-36.5,-11.7,-0.0952,26.21,,-21.43,-17.89,-15.65,-11.71,-3.5,,-2.0,-1.0,-4.2,2.0,Consumer Defensive,,,Beverages - Brewers,TAP,,,-4.0,-0.067,25.97
,-1.0,2026-06-10T03:00:34.19549+00:00,,,20.38,10.4,,,,46.9,2.23,,-3.5,0.5,SP500,53.75,1.5,False,False,False,US,,21.0,11.5,,38.76,20.2,11.3,1.1209,30.98,,-7.44,8.78,-3.89,-6.63,-1.5,,5.0,2.5,11.2,18.3,Industrials,,,Aerospace & Defense,TDG,1.85,,-2.5,0.7658,27.38
,0.0,2026-06-10T03:00:34.195618+00:00,,,20.37,5.03,,,,33.91,3.69,,-2.0,-0.5,SP500,55.0,2.0,True,False,False,US,,9.2,21.6,2.79,31.05,-17.7,-3.2,1.3155,27.15,,27.45,64.29,-7.92,28.73,1.5,,4.0,2.0,7.9,7.6,Technology,,,Scientific & Technical Instruments,TDY,3.38,,-3.0,1.0186,24.33
,-3.5,2026-06-10T03:00:34.19574+00:00,,,21.95,6.64,,,,31.74,-0.56,,-3.0,-1.0,SP500,40.0,-4.0,False,True,False,US,,-56.3,128.6,3.94,72.63,34.3,5.3,0.7057,58.53,,5.83,-34.6,-11.91,-20.01,-2.5,,-1.0,-0.5,5.2,-1.5,Healthcare,,,Biotechnology,TECH,-1.29,,0.5,1.0486,45.53
,4.5,2026-06-10T03:00:34.19588+00:00,,,14.01,3.55,,,,12.31,-0.29,,4.5,1.0,SP500,61.25,4.5,False,True,False,US,,-42.3,7150.0,4.76,21.33,14.0,1.6,1.5661,42.99,,31.57,46.11,-0.39,-6.18,0.5,,0.0,0,8.9,14.5,Technology,,,Electronic Components,TEL,-0.5,,3.0,1.6164,33.29
,-2.5,2026-06-10T03:00:34.196009+00:00,,,51.43,15.78,,,,72.83,33.1,,1.5,1.5,SP500,33.75,-6.5,False,False,False,US,,2.2,314.8,21.36,71.26,55.1,18.4,3.6102,82.58,,373.73,171.67,17.48,113.19,4.0,,-8.0,-4.0,13.1,87.0,Technology,,,Semiconductor Equipment & Materials,TER,32.39,,-4.0,2.821,64.8
,2.0,2026-06-10T03:00:34.196134+00:00,,,,4.82,,,,13.19,1.31,,0.0,0,SP500,60.0,4.0,False,False,False,US,,10.1,25.3,1.0,11.98,9.4,-1.8,0.9848,24.79,,26.17,39.97,-2.51,4.77,1.0,,4.0,2.0,53.0,5.2,Financial Services,,,Banks - Regional,TFC,1.19,,-1.0,1.0101,22.75
0.0,0.5,2026-06-10T03:00:34.622222+00:00,0.0,-0.23,28.615,7.854,-0.27,0.22,0.5,28.66,2.39,,-1.0,-2.0,NIFTY200,55.0,2.0,False,False,False,IN,,12.0,9.62,5.0851,32.1,5.78,1.81,0.695,2.14,,27.24,,7.62,19.47,2.0,,3.0,1.5,1.0,0.61,Capital Goods,,,Castings & Forgings,AIAENG.NS,2.68,,-1.0,0.7792,1.73
4.0,-1.5,2026-06-10T03:00:34.622243+00:00,9.49,-0.64,,77.174,-2.89,1.95,-1.5,158.7,4.18,,0.0,1.5,NIFTY200,42.5,-3.0,False,False,False,IN,,38.0,,4.3393,219.0,,,1.3384,2.44,,56.66,,10.3,23.86,2.5,,-3.0,-1.5,19.0,,Financial Services,,,Other Bank,AUBANK.NS,5.76,,-4.0,1.2034,1.83
-1.0,1.5,2026-06-10T03:00:34.622262+00:00,-0.53,-0.91,12.38,0.347,17.55,0.71,1.5,31.25,-1.56,,0.5,1.5,NIFTY200,56.25,2.5,False,True,False,IN,,-20.0,21.66,2.5849,25.0,9.8,5.67,0.8052,2.35,,-30.21,,-5.41,-24.89,-2.5,,2.0,1.0,22.0,37.87,Fast Moving Consumer Goods,,,Edible Oil,AWL.NS,-1.25,,1.5,0.7559,1.82
-1.5,-5.0,2026-06-10T03:00:34.622284+00:00,-0.16,-0.01,28.665,3.899,-0.91,-0.84,-5.0,83.62,-13.94,,-1.5,-2.0,NIFTY200,28.75,-8.5,False,True,False,IN,,-6.0,1040.62,5.1336,78.6,67.75,16.81,1.6648,3.03,,-6.3,,22.71,-8.65,0.5,,-7.0,-3.5,-5.0,-7.59,Metals & Mining,,,Trading - Minerals,ADANIENT.NS,-13.1,,0.0,1.6873,2.13
0.0,-1.0,2026-06-10T03:00:34.622303+00:00,0.03,0.01,60.667,12.315,-0.47,-0.06,-1.0,110.42,-27.6,,0.0,-1.5,NIFTY200,45.0,-2.0,True,True,True,IN,,-4.0,-7.74,15.2544,106.0,-2.45,3.86,0.7451,4.02,,0.34,,21.14,0.69,1.5,,-2.0,-1.0,18.0,14.91,Oil Gas & Consumable Fuels,,,LPG/CNG/PNG/LNG Supplier,ATGL.NS,-26.5,,0.0,0.7804,2.92
-2.5,0.5,2026-06-10T03:00:34.622323+00:00,1.97,-0.15,22.46,4.468,0.75,0.18,0.5,25.23,2.29,,-2.5,-1.5,NIFTY200,58.75,3.5,True,False,False,IN,,11.0,5.92,4.6898,28.0,-16.17,-6.6,0.7535,1.96,,1.63,,-8.23,-4.83,-1.0,,6.0,3.0,12.0,7.08,Healthcare,,,Pharmaceuticals,ALKEM.NS,2.55,,0.0,0.7495,1.42
3.0,1.5,2026-06-10T03:00:34.622377+00:00,,0.39,55.292,20.346,,-0.29,1.5,65.85,2.86,,0.0,1.5,NIFTY200,57.5,3.0,True,False,False,IN,,23.0,,15.0796,81.0,-46.24,-23.09,0.586,2.02,,,,21.46,2.72,1.5,,3.0,1.5,30.0,,Healthcare,,,Biotechnology,ANTHEM.NS,3.52,,-3.0,0.7522,2.07
4.5,0.5,2026-06-10T03:00:34.622402+00:00,3.52,0.95,26.061,2.226,-0.49,0.03,0.5,39.51,1.72,,3.5,1.5,NIFTY200,43.75,-2.5,True,False,False,IN,,23.0,5.93,9.5462,48.6,-17.06,-4.11,1.2967,3.82,,110.76,,63.97,32.04,3.0,,-6.0,-3.0,21.0,16.95,Capital Goods,,,Other Electrical Equipment,APARINDS.NS,2.11,,-1.0,1.3071,2.95
,2.0,2026-06-10T03:00:34.196253+00:00,,,9.55,0.7,,,,15.36,-1.63,,0.5,-3.5,SP500,58.75,3.5,True,True,True,US,,-9.4,-24.7,3.6,16.95,-24.6,,0.2091,31.02,,41.54,-5.89,14.75,43.59,2.0,,3.0,1.5,-1.7,6.7,Consumer Defensive,,,Discount Stores,TGT,-1.8,,2.0,0.778,30.4
,-3.0,2026-06-10T03:00:34.196417+00:00,,,20.61,2.96,,,,34.59,2.66,,-2.5,-0.5,SP500,41.25,-3.5,False,False,False,US,,13.0,29.3,16.83,30.61,28.6,,0.6828,22.45,,23.38,56.55,-2.84,3.11,1.0,,-1.0,-0.5,7.1,9.2,Consumer Cyclical,,,Apparel Retail,TJX,2.35,,-3.0,0.2867,17.62
,4.0,2026-06-10T03:00:34.196541+00:00,,,16.91,4.81,,,,1451.2,0.73,,1.5,1.5,SP500,66.25,6.5,True,False,False,US,,500.0,63.0,4.45,69.87,-500.0,53.8,1.1185,32.21,,29.73,87.34,-10.5,4.19,1.0,,5.0,2.5,-3.1,25.9,Communication Services,,,Entertainment,TKO,0.04,,-1.0,0.7123,31.59
